img_name,xmin,ymin,xmax,ymax,score
C1_P06_N1_S4_1.JPG,420,754,615,1029,1.0
C1_P06_N1_S4_1.JPG,790,1394,995,1681,1.0
C1_P06_N1_S4_1.JPG,586,1393,785,1676,1.0
C1_P06_N1_S4_1.JPG,2773,1398,2961,1671,1.0
C1_P06_N1_S4_1.JPG,364,1384,570,1682,1.0
C1_P06_N1_S4_1.JPG,2577,1392,2775,1682,1.0
C1_P06_N1_S4_1.JPG,2379,1387,2580,1678,1.0
C1_P06_N1_S4_1.JPG,1932,1384,2140,1681,1.0
C1_P06_N1_S4_1.JPG,2128,1389,2324,1673,1.0
C1_P06_N1_S4_1.JPG,2377,195,2566,469,1.0
C1_P06_N1_S4_1.JPG,1937,190,2121,449,1.0
C1_P06_N1_S4_1.JPG,2744,192,2928,457,1.0
C1_P06_N1_S4_1.JPG,2561,195,2741,469,1.0
C1_P06_N1_S4_1.JPG,2712,799,2916,1080,1.0
C1_P06_N1_S4_1.JPG,2515,803,2715,1075,1.0
C1_P06_N1_S4_1.JPG,1282,150,1472,426,1.0
C1_P06_N1_S4_1.JPG,1481,174,1672,436,1.0
C1_P06_N1_S4_1.JPG,2124,182,2316,459,1.0
C1_P06_N1_S4_1.JPG,2318,788,2533,1077,1.0
C1_P06_N1_S4_1.JPG,2128,797,2336,1075,1.0
C1_P06_N1_S4_1.JPG,984,2043,1188,2331,1.0
C1_P06_N1_S4_1.JPG,769,2043,971,2334,1.0
C1_P06_N1_S4_1.JPG,550,2037,765,2348,1.0
C1_P06_N1_S4_1.JPG,1955,795,2150,1065,1.0
C1_P06_N1_S4_1.JPG,355,2049,552,2331,1.0
C1_P06_N1_S4_1.JPG,1740,183,1931,455,1.0
C1_P06_N1_S4_1.JPG,1757,790,1952,1071,1.0
C1_P06_N1_S4_1.JPG,2613,1961,2817,2287,1.0
C1_P06_N1_S4_1.JPG,2416,2012,2623,2310,1.0
C1_P06_N1_S4_1.JPG,1428,780,1636,1065,1.0
C1_P06_N1_S4_1.JPG,2239,2031,2435,2305,1.0
C1_P06_N1_S4_1.JPG,2046,2029,2252,2318,1.0
C1_P06_N1_S4_1.JPG,1205,785,1406,1061,1.0
C1_P06_N1_S4_1.JPG,1857,2029,2062,2317,1.0
C1_P06_N1_S4_1.JPG,1668,2038,1865,2320,1.0
C1_P06_N1_S4_1.JPG,1013,786,1210,1054,1.0
C1_P06_N1_S4_1.JPG,1471,1983,1674,2309,1.0
C1_P06_N1_S4_1.JPG,1197,1988,1398,2312,1.0
C1_P06_N1_S4_1.JPG,2815,1954,3021,2276,1.0
C1_P06_N1_S4_1.JPG,813,771,1021,1048,1.0
C1_P06_N1_S4_1.JPG,613,762,822,1045,1.0
C1_P06_N1_S4_1.JPG,1719,1400,1916,1671,1.0
C4_P02_N4_S2_1.JPG,445,326,678,656,1.0
C4_P02_N4_S2_1.JPG,900,317,1140,662,1.0
C4_P02_N4_S2_1.JPG,1374,315,1619,658,1.0
C4_P02_N4_S2_1.JPG,1622,308,1869,660,1.0
C4_P02_N4_S2_1.JPG,2462,1225,2693,1551,1.0
C4_P02_N4_S2_1.JPG,2216,1219,2456,1556,1.0
C4_P02_N4_S2_1.JPG,1980,1218,2209,1549,1.0
C4_P02_N4_S2_1.JPG,1739,1224,1971,1553,1.0
C4_P02_N4_S2_1.JPG,1138,310,1376,660,1.0
C4_P02_N4_S2_1.JPG,1495,1194,1748,1547,1.0
C4_P02_N4_S2_1.JPG,571,1188,804,1515,1.0
C4_P02_N4_S2_1.JPG,668,322,904,662,1.0
C4_P02_N4_S2_1.JPG,2343,319,2586,668,1.0
C4_P02_N4_S2_1.JPG,1258,1190,1508,1531,1.0
C4_P02_N4_S2_1.JPG,2112,309,2364,673,1.0
C4_P02_N4_S2_1.JPG,1021,1141,1263,1531,1.0
C4_P02_N4_S2_1.JPG,782,1130,1008,1519,1.0
C4_P02_N4_S2_1.JPG,1873,316,2122,669,1.0
C4_P02_N4_S2_1.JPG,355,1183,583,1504,1.0
C4_P02_N4_S2_1.JPG,141,1138,335,1487,1.0
C4_P02_N4_S2_1.JPG,2582,273,2802,663,1.0
C4_P02_N4_S2_1.JPG,227,334,452,659,1.0
C4_P02_N4_S2_1.JPG,16,340,238,667,1.0
C4_P02_N4_S2_1.JPG,0,1162,169,1477,1.0
C4_P08_N1_S5_2.JPG,671,263,806,483,1.0
C4_P08_N1_S5_2.JPG,1067,270,1204,491,1.0
C4_P08_N1_S5_2.JPG,768,1046,902,1254,1.0
C4_P08_N1_S5_2.JPG,358,1045,491,1251,1.0
C4_P08_N1_S5_2.JPG,1025,1049,1161,1260,1.0
C4_P08_N1_S5_2.JPG,1301,1059,1434,1254,1.0
C4_P08_N1_S5_2.JPG,1436,1060,1566,1262,1.0
C4_P08_N1_S5_2.JPG,938,243,1073,474,1.0
C4_P08_N1_S5_2.JPG,806,241,944,473,1.0
C4_P08_N1_S5_2.JPG,1164,1051,1298,1259,1.0
C4_P08_N1_S5_2.JPG,401,267,538,484,1.0
C4_P08_N1_S5_2.JPG,895,1043,1029,1253,1.0
C4_P08_N1_S5_2.JPG,629,1042,765,1251,1.0
C4_P08_N1_S5_2.JPG,757,1789,893,1991,1.0
C4_P08_N1_S5_2.JPG,491,1047,626,1254,1.0
C4_P08_N1_S5_2.JPG,1154,1797,1288,1994,1.0
C4_P08_N1_S5_2.JPG,1291,1778,1417,1983,1.0
C4_P08_N1_S5_2.JPG,1415,1769,1547,1974,1.0
C4_P08_N1_S5_2.JPG,1021,1790,1154,1986,1.0
C4_P08_N1_S5_2.JPG,358,1750,495,1974,1.0
C4_P08_N1_S5_2.JPG,632,1787,763,1977,1.0
C4_P08_N1_S5_2.JPG,241,1737,377,1975,1.0
C4_P08_N1_S5_2.JPG,1549,1787,1686,1982,1.0
C4_P08_N1_S5_2.JPG,1193,276,1330,485,1.0
C4_P08_N1_S5_2.JPG,1328,276,1467,478,1.0
C4_P08_N1_S5_2.JPG,234,1042,367,1240,1.0
C4_P08_N1_S5_2.JPG,1574,1418,1708,1633,1.0
C4_P08_N1_S5_2.JPG,1446,1403,1575,1615,1.0
C4_P08_N1_S5_2.JPG,1318,1426,1449,1622,1.0
C4_P08_N1_S5_2.JPG,1055,1393,1190,1626,1.0
C4_P08_N1_S5_2.JPG,1192,1425,1326,1626,1.0
C4_P08_N1_S5_2.JPG,650,1419,783,1616,1.0
C4_P08_N1_S5_2.JPG,920,1394,1058,1614,1.0
C4_P08_N1_S5_2.JPG,772,1424,909,1618,1.0
C4_P08_N1_S5_2.JPG,520,1390,658,1614,1.0
C4_P08_N1_S5_2.JPG,392,1417,525,1617,1.0
C4_P08_N1_S5_2.JPG,495,1780,629,1973,1.0
C4_P08_N1_S5_2.JPG,1703,1426,1840,1628,1.0
C4_P08_N1_S5_2.JPG,1603,667,1737,871,1.0
C4_P08_N1_S5_2.JPG,1733,672,1870,873,1.0
C4_P08_N1_S5_2.JPG,1207,659,1339,873,1.0
C4_P08_N1_S5_2.JPG,1342,660,1475,874,1.0
C4_P08_N1_S5_2.JPG,272,1417,398,1602,1.0
C4_P08_N1_S5_2.JPG,934,656,1069,872,1.0
C4_P08_N1_S5_2.JPG,802,656,935,869,1.0
C4_P08_N1_S5_2.JPG,393,658,524,869,1.0
C4_P08_N1_S5_2.JPG,525,656,655,869,1.0
C4_P08_N1_S5_2.JPG,261,662,393,874,1.0
C4_P08_N1_S5_2.JPG,1463,284,1598,487,1.0
C4_P08_N1_S5_2.JPG,1078,657,1205,873,1.0
C4_P08_N1_S5_2.JPG,661,654,797,872,1.0
C4_P08_N1_S5_2.JPG,1720,255,1866,499,1.0
C4_P08_N1_S5_2.JPG,1586,251,1733,487,1.0
C4_P08_N1_S5_2.JPG,532,271,665,484,1.0
C4_P08_N1_S5_2.JPG,267,277,400,480,1.0
C4_P08_N1_S5_2.JPG,1691,1786,1825,1980,0.9999998807907104
C4_P08_N1_S5_2.JPG,890,1794,1023,1983,0.9999998807907104
C4_P08_N1_S5_2.JPG,1473,663,1603,872,0.9999998807907104
C4_P08_N1_S5_2.JPG,1576,1067,1706,1258,0.9999998807907104
C4_P08_N1_S5_2.JPG,1710,1056,1845,1259,0.9999997615814209
C3_P04_N1_S4_1.JPG,161,35,411,411,1.0
C3_P04_N1_S4_1.JPG,942,78,1189,427,1.0
C3_P04_N1_S4_1.JPG,1693,119,1917,447,1.0
C3_P04_N1_S4_1.JPG,1197,617,1434,1007,1.0
C3_P04_N1_S4_1.JPG,242,1231,476,1565,1.0
C3_P04_N1_S4_1.JPG,1878,1233,2091,1548,1.0
C3_P04_N1_S4_1.JPG,1650,1245,1863,1550,1.0
C3_P04_N1_S4_1.JPG,957,624,1190,1010,1.0
C3_P04_N1_S4_1.JPG,1435,84,1675,441,1.0
C3_P04_N1_S4_1.JPG,421,48,662,411,1.0
C3_P04_N1_S4_1.JPG,968,1182,1186,1551,1.0
C3_P04_N1_S4_1.JPG,459,661,696,1018,1.0
C3_P04_N1_S4_1.JPG,481,1188,719,1558,1.0
C3_P04_N1_S4_1.JPG,1189,92,1426,437,1.0
C3_P04_N1_S4_1.JPG,194,654,440,1009,1.0
C3_P04_N1_S4_1.JPG,729,1807,928,2085,1.0
C3_P04_N1_S4_1.JPG,480,1783,696,2078,1.0
C3_P04_N1_S4_1.JPG,2085,1780,2269,2060,1.0
C3_P04_N1_S4_1.JPG,1864,1775,2050,2060,1.0
C3_P04_N1_S4_1.JPG,1416,1763,1627,2074,1.0
C3_P04_N1_S4_1.JPG,1633,1722,1847,2049,1.0
C3_P04_N1_S4_1.JPG,1183,1722,1402,2089,1.0
C3_P04_N1_S4_1.JPG,2117,708,2331,1034,1.0
C3_P04_N1_S4_1.JPG,961,1723,1179,2083,1.0
C3_P04_N1_S4_1.JPG,1904,704,2121,1030,1.0
C3_P04_N1_S4_1.JPG,1686,692,1904,1026,1.0
C3_P04_N1_S4_1.JPG,223,1738,456,2084,1.0
C3_P04_N1_S4_1.JPG,2144,132,2366,470,1.0
C3_P04_N1_S4_1.JPG,1443,689,1671,1024,1.0
C3_P04_N1_S4_1.JPG,1929,135,2142,453,1.0
C3_P04_N1_S4_1.JPG,721,678,957,1014,1.0
C3_P04_N1_S4_1.JPG,2108,1269,2305,1546,1.0
C3_P04_N1_S4_1.JPG,1436,1253,1649,1561,1.0
C3_P04_N1_S4_1.JPG,1202,1247,1422,1564,1.0
C3_P04_N1_S4_1.JPG,749,1261,963,1548,1.0
C4_P01_N2_S2_1.JPG,0,352,182,647,1.0
C4_P01_N2_S2_1.JPG,1019,343,1226,656,1.0
C4_P01_N2_S2_1.JPG,1411,336,1623,645,1.0
C4_P01_N2_S2_1.JPG,2334,1030,2552,1346,1.0
C4_P01_N2_S2_1.JPG,2561,1042,2777,1345,1.0
C4_P01_N2_S2_1.JPG,2105,1032,2323,1354,1.0
C4_P01_N2_S2_1.JPG,1813,1046,2030,1356,1.0
C4_P01_N2_S2_1.JPG,1595,1044,1814,1354,1.0
C4_P01_N2_S2_1.JPG,584,345,793,653,1.0
C4_P01_N2_S2_1.JPG,804,343,1016,657,1.0
C4_P01_N2_S2_1.JPG,2523,342,2736,653,1.0
C4_P01_N2_S2_1.JPG,2297,340,2510,652,1.0
C4_P01_N2_S2_1.JPG,175,352,377,649,1.0
C4_P01_N2_S2_1.JPG,376,351,578,650,1.0
C4_P01_N2_S2_1.JPG,2073,337,2287,651,1.0
C4_P01_N2_S2_1.JPG,840,1032,1053,1337,1.0
C4_P01_N2_S2_1.JPG,603,1017,823,1335,1.0
C4_P01_N2_S2_1.JPG,1852,346,2064,645,1.0
C4_P01_N2_S2_1.JPG,358,1006,575,1308,1.0
C4_P01_N2_S2_1.JPG,147,1006,355,1298,1.0
C4_P01_N2_S2_1.JPG,1629,341,1849,652,1.0
C4_P01_N2_S2_1.JPG,0,995,157,1288,1.0
C3_P06_N2_S3_2.JPG,2559,275,2792,748,1.0
C3_P06_N2_S3_2.JPG,2834,274,3075,741,1.0
C3_P06_N2_S3_2.JPG,3143,252,3377,734,1.0
C3_P06_N2_S3_2.JPG,3397,257,3658,731,1.0
C3_P06_N2_S3_2.JPG,703,370,936,791,1.0
C3_P06_N2_S3_2.JPG,1218,1044,1453,1441,1.0
C3_P06_N2_S3_2.JPG,297,1657,539,2082,1.0
C3_P06_N2_S3_2.JPG,972,1038,1215,1452,1.0
C3_P06_N2_S3_2.JPG,3669,1656,3893,2103,1.0
C3_P06_N2_S3_2.JPG,3374,1674,3592,2102,1.0
C3_P06_N2_S3_2.JPG,728,1056,964,1444,1.0
C3_P06_N2_S3_2.JPG,3136,1678,3344,2108,1.0
C3_P06_N2_S3_2.JPG,477,404,699,786,1.0
C3_P06_N2_S3_2.JPG,2847,1678,3058,2101,1.0
C3_P06_N2_S3_2.JPG,490,1045,728,1452,1.0
C3_P06_N2_S3_2.JPG,2615,1673,2822,2104,1.0
C3_P06_N2_S3_2.JPG,2347,1672,2554,2096,1.0
C3_P06_N2_S3_2.JPG,240,399,488,809,1.0
C3_P06_N2_S3_2.JPG,244,1044,499,1467,1.0
C3_P06_N2_S3_2.JPG,2109,1672,2330,2109,1.0
C3_P06_N2_S3_2.JPG,1830,1663,2074,2097,1.0
C3_P06_N2_S3_2.JPG,3648,975,3914,1471,1.0
C3_P06_N2_S3_2.JPG,1981,303,2192,737,1.0
C3_P06_N2_S3_2.JPG,2256,287,2501,749,1.0
C3_P06_N2_S3_2.JPG,1508,1673,1736,2077,1.0
C3_P06_N2_S3_2.JPG,3409,982,3656,1463,1.0
C3_P06_N2_S3_2.JPG,1262,1678,1460,2082,1.0
C3_P06_N2_S3_2.JPG,1015,1680,1248,2080,1.0
C3_P06_N2_S3_2.JPG,3707,249,3957,724,1.0
C3_P06_N2_S3_2.JPG,3081,989,3307,1445,1.0
C3_P06_N2_S3_2.JPG,753,1655,1002,2074,1.0
C3_P06_N2_S3_2.JPG,2818,988,3068,1469,1.0
C3_P06_N2_S3_2.JPG,511,1673,769,2084,1.0
C3_P06_N2_S3_2.JPG,2583,1017,2816,1461,1.0
C3_P06_N2_S3_2.JPG,2269,1008,2535,1458,1.0
C3_P06_N2_S3_2.JPG,1745,315,1959,742,1.0
C3_P06_N2_S3_2.JPG,1477,1030,1721,1452,1.0
C3_P06_N2_S3_2.JPG,1452,331,1727,771,1.0
C3_P06_N2_S3_2.JPG,1182,338,1447,780,1.0
